,deposit
2590,1
242,1
7042,0
7616,0
1160,1
2870,1
3735,1
8008,0
2397,1
3517,1
6986,0
3421,1
2563,1
6767,0
5622,0
1605,1
1733,1
2324,1
2709,1
7691,0
1312,1
3448,1
3812,0
6085,0
8144,0
2362,1
1975,1
3514,1
1761,1
5401,0
2739,1
5637,0
8299,0
2472,1
6738,0
6891,0
4007,0
4718,0
6177,0
1493,1
4206,0
6371,0
2158,1
1169,1
7907,0
232,1
66,1
1603,1
6168,0
3283,1
3596,1
6288,0
4632,0
6955,0
125,1
6229,0
5350,0
1296,1
1976,1
7908,0
7847,0
2075,1
4580,0
5750,0
8481,0
3086,1
7592,0
6882,0
7632,0
3345,1
7821,0
5870,0
6506,0
2797,1
918,1
1646,1
5122,0
5126,0
4978,0
5431,0
6842,0
4621,0
6809,0
364,1
3287,1
2125,1
4123,0
4569,0
525,1
4821,0
55,1
638,1
302,1
2766,1
5811,0
1276,1
8198,0
4720,0
2055,1
5376,0
6947,0
5145,0
4432,0
3644,1
4143,0
2878,1
4202,0
6493,0
5175,0
2286,1
2261,1
5240,0
7793,0
2296,1
6937,0
7240,0
5932,0
1753,1
5197,0
1968,1
7601,0
3117,1
2393,1
523,1
6376,0
6788,0
6981,0
5524,0
6677,0
3900,0
8161,0
4699,0
5585,0
7726,0
3122,1
6777,0
4156,0
1969,1
671,1
4188,0
666,1
7578,0
1887,1
3266,1
280,1
1719,1
2947,1
4455,0
899,1
6031,0
3445,1
6090,0
7667,0
6991,0
7350,0
760,1
6254,0
1906,1
4042,0
3823,0
4138,0
3818,0
6269,0
4300,0
5569,0
6196,0
2593,1
4164,0
3031,1
5971,0
3579,1
2832,1
5449,0
3472,1
6327,0
137,1
7043,0
4892,0
2180,1
2128,1
3177,1
4854,0
4637,0
5115,0
7628,0
7127,0
4261,0
4344,0
1331,1
2017,1
4542,0
2482,1
7002,0
1358,1
6941,0
6241,0
1329,1
8483,0
6881,0
8428,0
7589,0
2150,1
4530,0
2122,1
4673,0
3981,0
6996,0
1252,1
3278,1
7062,0
3374,1
2814,1
4719,0
6544,0
1848,1
4858,0
3037,1
388,1
235,1
1077,1
1984,1
4363,0
7473,0
3962,0
770,1
2165,1
4533,0
673,1
249,1
6297,0
1574,1
7239,0
6238,0
3419,1
2081,1
1823,1
8100,0
4976,0
4544,0
5565,0
716,1
7811,0
8187,0
2048,1
5997,0
6600,0
7245,0
7252,0
5264,0
4178,0
7625,0
4809,0
2724,1
7912,0
7140,0
7190,0
1460,1
6914,0
5989,0
1668,1
2756,1
2000,1
4571,0
4613,0
8138,0
404,1
384,1
7862,0
7919,0
2152,1
1633,1
8024,0
5580,0
4784,0
7877,0
6970,0
3925,0
5336,0
4158,0
7449,0
4948,0
5898,0
7938,0
5358,0
223,1
2193,1
3136,1
4469,0
1824,1
8043,0
7286,0
5124,0
4972,0
7418,0
7409,0
797,1
2871,1
9,1
6593,0
1944,1
1838,1
4804,0
255,1
7026,0
5713,0
4485,0
7886,0
7714,0
1581,1
2956,1
924,1
6895,0
7760,0
2508,1
6132,0
5024,0
5320,0
7312,0
7102,0
6645,0
6042,0
3775,1
4835,0
4136,0
4964,0
2779,1
539,1
7345,0
7483,0
2745,1
8435,0
7999,0
6819,0
5467,0
1145,1
5127,0
4468,0
667,1
7575,0
3019,1
357,1
5063,0
2831,1
2783,1
1353,1
5131,0
7114,0
470,1
2703,1
3330,1
3637,1
1396,1
3584,1
7854,0
5262,0
5645,0
3376,1
1256,1
6190,0
7569,0
3512,1
5651,0
5778,0
1250,1
5795,0
5348,0
8313,0
4298,0
3284,1
2933,1
4175,0
5268,0
4910,0
1852,1
6316,0
6815,0
8192,0
8369,0
2105,1
133,1
5236,0
5029,0
928,1
823,1
7576,0
7956,0
1531,1
1214,1
504,1
4285,0
6491,0
1996,1
6530,0
3072,1
1958,1
1384,1
894,1
4924,0
455,1
6619,0
5779,0
8401,0
3709,1
8078,0
4849,0
4748,0
4268,0
3522,1
7293,0
4134,0
3602,1
8391,0
713,1
4186,0
2214,1
5301,0
2923,1
7935,0
1810,1
3486,1
7419,0
3141,1
1827,1
1155,1
1324,1
4312,0
7494,0
510,1
1680,1
499,1
7942,0
1856,1
1388,1
5615,0
3719,1
2386,1
5541,0
3236,1
6172,0
1540,1
1217,1
2681,1
8395,0
2993,1
5512,0
6313,0
1191,1
5772,0
5293,0
1542,1
3301,1
3324,1
7056,0
2539,1
953,1
7241,0
7176,0
6731,0
4846,0
6801,0
4330,0
732,1
5334,0
7330,0
1156,1
8109,0
3294,1
6541,0
2982,1
5305,0
5161,0
7860,0
2156,1
1062,1
2616,1
1167,1
3222,1
3636,1
7651,0
5588,0
2938,1
7091,0
7192,0
4491,0
7266,0
3140,1
4980,0
143,1
8454,0
3577,1
4946,0
7731,0
7551,0
2782,1
717,1
1819,1
2502,1
4360,0
4171,0
8287,0
6588,0
395,1
5731,0
6320,0
7186,0
8341,0
4492,0
1365,1
7980,0
5999,0
595,1
6205,0
3952,0
5392,0
5917,0
4968,0
2914,1
6360,0
2326,1
5644,0
3766,1
3440,1
3851,0
4132,0
7903,0
7357,0
6806,0
8030,0
2143,1
8075,0
5073,0
1571,1
4079,0
1122,1
7856,0
2786,1
6335,0
2967,1
2504,1
5988,0
3465,1
675,1
2808,1
7164,0
3348,1
728,1
7587,0
7543,0
412,1
3146,1
1516,1
5745,0
7668,0
825,1
3267,1
3974,0
616,1
114,1
417,1
3069,1
1625,1
7113,0
6748,0
8452,0
4185,0
2896,1
8176,0
2082,1
753,1
2546,1
7420,0
3969,0
3373,1
5726,0
4107,0
2444,1
4380,0
7723,0
1066,1
3913,0
5287,0
5536,0
7744,0
8002,0
5387,0
5732,0
3498,1
2738,1
5052,0
4000,0
1568,1
2427,1
3746,1
6833,0
8113,0
1687,1
851,1
3546,1
6303,0
895,1
4592,0
6401,0
5878,0
335,1
2839,1
3087,1
4611,0
1348,1
1015,1
2816,1
1631,1
2489,1
3730,1
6905,0
7390,0
3251,1
8106,0
7267,0
8323,0
5877,0
6665,0
5881,0
2070,1
4452,0
8381,0
7421,0
5408,0
1635,1
4646,0
6484,0
2479,1
6617,0
2265,1
2959,1
5323,0
8290,0
3059,1
5053,0
5869,0
2141,1
5104,0
3118,1
5188,0
1243,1
4045,0
3356,1
2744,1
7253,0
5092,0
3506,1
1679,1
4249,0
3147,1
2294,1
7004,0
6933,0
580,1
1470,1
4799,0
4070,0
5308,0
3343,1
4992,0
8052,0
7404,0
4583,0
3672,1
559,1
5237,0
7805,0
5215,0
2849,1
7918,0
512,1
4729,0
1081,1
1664,1
1012,1
1931,1
8205,0
1150,1
2838,1
5949,0
116,1
7641,0
740,1
1369,1
6070,0
5177,0
3675,1
5906,0
830,1
119,1
4752,0
1682,1
8254,0
5225,0
635,1
4465,0
4364,0
6799,0
7987,0
7079,0
6966,0
7010,0
4142,0
7517,0
7027,0
991,1
876,1
4869,0
5315,0
5222,0
4,1
7787,0
3051,1
5691,0
3124,1
6407,0
7136,0
2660,1
2491,1
7146,0
5173,0
3854,0
4933,0
4777,0
1715,1
6448,0
7509,0
6713,0
6457,0
6293,0
1148,1
3261,1
574,1
3769,1
3736,1
4146,0
853,1
1982,1
2774,1
5919,0
4929,0
7521,0
5211,0
1166,1
6614,0
6002,0
971,1
2701,1
4495,0
8173,0
6655,0
3847,0
2368,1
4115,0
4780,0
7992,0
2950,1
5625,0
6971,0
1841,1
5986,0
537,1
2806,1
5801,0
5596,0
7206,0
7343,0
7560,0
8096,0
784,1
1409,1
154,1
7806,0
3009,1
1686,1
4014,0
7455,0
3863,0
2733,1
1895,1
5442,0
569,1
6709,0
5854,0
1816,1
3394,1
3327,1
8478,0
6102,0
2975,1
980,1
190,1
5088,0
699,1
8286,0
606,1
301,1
3420,1
8324,0
1060,1
3444,1
1069,1
2205,1
7339,0
8208,0
7679,0
4642,0
7683,0
7996,0
5600,0
7022,0
4893,0
225,1
3354,1
5895,0
3436,1
1693,1
6893,0
1045,1
3446,1
8050,0
8477,0
4735,0
4496,0
1218,1
6015,0
3987,0
4911,0
4493,0
6944,0
5699,0
956,1
2869,1
4433,0
4973,0
2961,1
2200,1
98,1
8366,0
2557,1
4199,0
5539,0
1648,1
6197,0
6295,0
4499,0
1154,1
2255,1
3170,1
7400,0
7158,0
3108,1
4548,0
5423,0
2049,1
8317,0
262,1
4061,0
5534,0
6616,0
8120,0
8155,0
1802,1
4736,0
2385,1
6694,0
5759,0
1959,1
2976,1
1843,1
1734,1
2911,1
1986,1
6546,0
7098,0
2811,1
659,1
2511,1
4282,0
6287,0
1930,1
7125,0
197,1
7777,0
2931,1
8004,0
2327,1
4389,0
4218,0
202,1
3510,1
4931,0
5535,0
5791,0
1707,1
5172,0
5249,0
6528,0
8365,0
5855,0
8164,0
854,1
4737,0
698,1
3696,1
1636,1
7280,0
7554,0
3581,1
1291,1
6585,0
1853,1
5232,0
3763,1
3304,1
1495,1
7994,0
1998,1
663,1
3748,1
4413,0
5530,0
5575,0
7526,0
5864,0
6776,0
1306,1
7392,0
5592,0
1663,1
5450,0
3627,1
2693,1
5915,0
3157,1
6668,0
1059,1
4636,0
3242,1
1678,1
6892,0
6374,0
7574,0
1757,1
6019,0
5116,0
7408,0
2790,1
863,1
7858,0
1484,1
7035,0
7721,0
5977,0
5134,0
206,1
4488,0
6938,0
6910,0
502,1
7385,0
1028,1
3840,0
8110,0
5056,0
8154,0
2731,1
2454,1
7215,0
3104,1
8392,0
6278,0
3099,1
6184,0
3561,1
5892,0
391,1
6736,0
5618,0
5258,0
2695,1
2027,1
5463,0
2568,1
8006,0
64,1
2062,1
5276,0
7208,0
6331,0
4859,0
4887,0
878,1
7916,0
6863,0
7892,0
6439,0
7869,0
1016,1
7629,0
995,1
4297,0
161,1
5675,0
6873,0
7989,0
3843,0
1021,1
3073,1
7555,0
3943,0
1585,1
3152,1
8226,0
775,1
7099,0
5486,0
6235,0
7041,0
2612,1
7513,0
8433,0
5393,0
3890,0
3556,1
1528,1
1267,1
7734,0
1899,1
4658,0
3005,1
2734,1
189,1
2747,1
2047,1
7849,0
2558,1
6396,0
3385,1
4555,0
1184,1
6420,0
5051,0
5311,0
2433,1
6949,0
769,1
1685,1
8322,0
5578,0
4426,0
466,1
6265,0
5734,0
5191,0
5390,0
860,1
7270,0
