,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,poutcome,deposit
4832,31,self-employed,married,tertiary,no,5,yes,yes,21,nov,635,1,135,failure,yes
4833,31,management,single,secondary,no,360,yes,no,18,may,309,1,-1,unknown,yes
4834,49,blue-collar,married,secondary,no,1730,yes,no,4,aug,605,2,92,success,yes
4835,43,unemployed,married,tertiary,no,0,no,no,16,jul,745,1,281,failure,yes
4838,71,technician,married,secondary,no,3020,no,no,30,jul,304,1,270,failure,yes
4840,30,management,single,tertiary,no,376,yes,no,21,nov,710,1,-1,unknown,yes
4841,45,unemployed,married,secondary,no,891,yes,no,7,jan,118,1,-1,unknown,yes
4842,67,retired,divorced,secondary,no,704,no,no,6,may,613,1,87,success,yes
4844,45,admin.,divorced,secondary,no,2353,yes,no,5,mar,182,1,107,unknown,yes
4846,27,technician,single,tertiary,no,2781,yes,no,24,may,168,1,389,failure,yes
4847,51,blue-collar,married,primary,no,541,no,no,11,aug,663,3,-1,unknown,yes
4849,28,management,single,tertiary,no,2725,no,no,16,jun,292,1,504,failure,yes
4851,37,services,married,secondary,no,775,no,no,14,aug,150,2,-1,unknown,yes
4852,38,blue-collar,married,secondary,no,622,yes,no,21,may,611,2,-1,unknown,yes
4853,37,technician,single,secondary,no,4,no,no,11,aug,933,1,-1,unknown,yes
4854,34,management,single,tertiary,no,5,no,no,18,aug,370,2,-1,unknown,yes
4857,48,management,married,tertiary,no,2351,no,no,15,sep,150,1,105,success,yes
4858,49,technician,divorced,tertiary,no,1807,yes,no,12,mar,229,1,-1,unknown,yes
4859,62,housemaid,married,secondary,no,2,no,no,3,nov,322,1,-1,unknown,yes
4862,25,student,single,secondary,no,108,no,no,29,apr,305,3,-1,unknown,yes
4863,31,services,divorced,primary,no,459,yes,no,7,may,623,1,293,success,yes
4866,24,student,single,tertiary,no,3415,no,no,27,apr,97,1,-1,unknown,yes
4867,24,self-employed,single,tertiary,no,2376,no,no,27,apr,122,1,-1,unknown,yes
4868,26,technician,single,secondary,no,181,no,no,20,apr,158,2,-1,unknown,yes
4869,73,retired,married,tertiary,no,448,no,no,24,mar,136,1,-1,unknown,yes
4870,29,entrepreneur,married,secondary,no,714,yes,yes,13,may,482,2,-1,unknown,yes
4871,49,admin.,married,secondary,no,3608,yes,no,30,apr,252,1,168,success,yes
4873,68,retired,single,tertiary,no,2144,no,no,26,jan,708,1,96,success,yes
4874,60,management,married,tertiary,no,2281,no,no,5,feb,230,2,-1,unknown,yes
4875,53,management,divorced,tertiary,no,2679,no,no,20,nov,295,3,-1,unknown,yes
4876,62,retired,married,secondary,no,1495,no,no,2,feb,265,1,-1,unknown,yes
4877,33,management,single,tertiary,no,1304,yes,no,18,may,536,2,-1,unknown,yes
4879,46,services,married,primary,no,437,yes,no,13,may,546,3,-1,unknown,yes
4882,34,admin.,married,secondary,no,155,no,no,5,feb,696,2,-1,unknown,yes
4884,36,management,married,tertiary,no,495,no,no,11,sep,91,1,37,success,yes
4885,34,technician,married,secondary,no,294,yes,no,9,dec,265,1,184,success,yes
4888,32,technician,divorced,tertiary,no,53,no,no,22,aug,671,2,-1,unknown,yes
4889,46,blue-collar,married,secondary,no,640,yes,no,12,mar,215,1,182,success,yes
4890,32,blue-collar,single,secondary,no,217,yes,no,15,may,692,3,-1,unknown,yes
4891,45,blue-collar,married,primary,no,804,yes,no,16,may,528,1,-1,unknown,yes
4892,29,unemployed,single,primary,no,1374,no,no,17,nov,309,3,208,success,yes
4893,25,management,single,tertiary,no,3,yes,yes,16,apr,1034,1,-1,unknown,yes
4894,20,student,single,secondary,no,502,no,no,30,apr,261,1,-1,unknown,yes
4895,45,blue-collar,married,secondary,no,61,yes,no,26,may,745,4,-1,unknown,yes
4896,42,admin.,divorced,secondary,no,153,yes,no,16,may,844,1,-1,unknown,yes
4897,29,blue-collar,married,secondary,no,8,yes,yes,10,jul,627,1,-1,unknown,yes
4898,23,self-employed,single,tertiary,no,780,no,no,16,sep,393,1,183,success,yes
4899,37,management,married,tertiary,no,630,no,no,30,apr,315,1,87,success,yes
4900,35,management,married,tertiary,no,2161,no,no,9,sep,569,3,-1,unknown,yes
4902,31,management,single,tertiary,no,3384,no,no,16,sep,153,1,104,success,yes
4905,32,services,single,secondary,no,772,yes,no,15,may,697,3,-1,unknown,yes
4906,32,technician,married,tertiary,no,2976,yes,no,5,feb,783,1,175,failure,yes
4907,34,technician,single,secondary,no,2729,yes,no,18,nov,835,1,-1,unknown,yes
4909,44,admin.,married,secondary,no,205,no,no,3,nov,289,1,-1,unknown,yes
4913,32,technician,single,secondary,no,116,yes,no,20,aug,718,2,-1,unknown,yes
4914,23,blue-collar,married,secondary,no,272,no,no,14,aug,100,2,-1,unknown,yes
4916,60,housemaid,married,secondary,no,0,no,no,3,aug,676,2,181,failure,yes
4917,44,admin.,single,secondary,no,1534,no,no,10,nov,95,1,95,success,yes
4920,35,technician,single,tertiary,no,1880,no,no,20,may,154,1,-1,unknown,yes
4923,25,technician,married,tertiary,no,839,yes,no,18,may,700,3,-1,unknown,yes
4926,31,self-employed,single,tertiary,no,1657,yes,yes,28,jan,872,1,-1,unknown,yes
4927,56,retired,married,primary,no,1947,no,no,2,mar,225,2,123,failure,yes
4928,41,entrepreneur,married,secondary,no,30,no,no,30,apr,460,1,-1,unknown,yes
4929,68,retired,divorced,primary,no,2027,no,no,14,sep,404,2,91,success,yes
4930,61,admin.,married,tertiary,no,1332,no,no,12,mar,156,1,-1,unknown,yes
4931,37,management,single,tertiary,no,72,yes,yes,20,apr,885,5,150,failure,yes
4933,46,admin.,married,secondary,no,70,yes,no,27,mar,229,2,-1,unknown,yes
4934,53,services,divorced,secondary,no,36,yes,yes,2,jul,25,1,417,success,yes
4935,32,services,single,secondary,no,-198,yes,no,21,may,681,3,-1,unknown,yes
4936,33,admin.,single,secondary,no,5,yes,no,15,may,934,2,368,failure,yes
4937,57,housemaid,married,tertiary,no,2326,no,no,17,apr,378,1,-1,unknown,yes
4938,41,technician,married,tertiary,no,67,yes,no,19,nov,814,1,-1,unknown,yes
4939,24,technician,single,secondary,no,598,no,no,12,may,762,1,182,success,yes
4942,30,blue-collar,single,primary,no,253,yes,no,5,may,259,1,-1,unknown,yes
4943,26,services,single,secondary,no,1445,no,no,23,oct,171,1,-1,unknown,yes
4944,57,management,married,tertiary,no,256,no,no,5,jun,304,2,91,success,yes
4946,40,technician,single,tertiary,no,1646,yes,no,4,may,392,2,91,success,yes
4947,52,retired,divorced,tertiary,no,-309,yes,no,19,jun,500,2,-1,unknown,yes
4948,35,technician,single,tertiary,no,670,no,no,13,apr,278,4,182,success,yes
4949,46,admin.,divorced,secondary,no,2196,no,no,28,jul,573,5,-1,unknown,yes
4950,49,services,divorced,secondary,no,947,no,no,20,jun,808,2,-1,unknown,yes
4951,22,student,single,secondary,no,71,no,no,13,jul,337,1,181,success,yes
4952,36,technician,married,tertiary,no,521,no,no,20,oct,347,3,-1,unknown,yes
4954,40,management,married,tertiary,no,-17,yes,yes,11,may,474,1,256,success,yes
4955,24,technician,married,secondary,no,556,yes,no,18,aug,460,2,-1,unknown,yes
4957,25,technician,single,secondary,no,325,no,no,22,oct,716,3,-1,unknown,yes
4962,27,self-employed,single,tertiary,no,168,no,no,12,nov,123,1,196,success,yes
4963,27,blue-collar,single,secondary,no,2486,yes,no,29,may,733,1,-1,unknown,yes
4964,50,technician,divorced,secondary,no,396,no,no,20,jun,716,2,-1,unknown,yes
4965,44,management,married,tertiary,no,1791,no,no,12,aug,201,1,182,success,yes
4966,26,self-employed,single,tertiary,no,168,no,no,30,apr,394,1,-1,unknown,yes
4970,68,retired,married,secondary,no,1146,no,no,3,mar,153,2,110,success,yes
4971,50,admin.,divorced,secondary,no,237,no,yes,5,nov,169,1,-1,unknown,yes
4975,22,admin.,single,secondary,no,114,no,no,30,mar,517,1,-1,unknown,yes
4976,59,admin.,married,secondary,no,0,yes,no,10,jul,982,1,-1,unknown,yes
4977,60,blue-collar,married,primary,no,631,no,no,12,aug,429,2,-1,unknown,yes
4978,32,technician,married,secondary,no,660,no,no,25,oct,226,2,490,failure,yes
4980,23,student,single,secondary,no,794,no,no,26,jul,607,3,171,unknown,yes
4981,22,self-employed,single,secondary,no,2138,no,yes,10,aug,164,1,109,unknown,yes
4983,26,management,single,tertiary,no,222,no,no,28,jun,247,1,63,success,yes
4985,53,retired,married,secondary,no,665,yes,no,22,apr,371,2,-1,unknown,yes
4986,39,management,married,tertiary,no,285,yes,no,15,jul,838,3,-1,unknown,yes
4988,41,management,married,tertiary,no,2226,no,no,7,aug,182,2,99,failure,yes
4989,37,admin.,single,secondary,no,245,yes,yes,7,may,732,2,-1,unknown,yes
4990,35,management,married,tertiary,no,1133,yes,no,3,nov,102,1,-1,unknown,yes
4991,42,management,married,tertiary,no,294,no,no,26,aug,513,1,-1,unknown,yes
4992,27,admin.,divorced,secondary,no,451,yes,no,16,jul,652,1,-1,unknown,yes
4994,41,blue-collar,married,primary,no,1461,yes,no,6,jun,554,2,-1,unknown,yes
4995,37,housemaid,single,secondary,no,465,yes,no,18,may,899,3,-1,unknown,yes
4997,32,technician,single,tertiary,no,654,yes,no,25,may,615,4,-1,unknown,yes
4998,34,admin.,married,tertiary,no,79,yes,no,5,aug,203,1,92,success,yes
5000,54,admin.,married,secondary,no,66,yes,no,11,nov,167,1,-1,unknown,yes
5004,42,management,married,tertiary,no,2187,yes,no,17,nov,525,3,-1,unknown,yes
5005,57,admin.,married,secondary,no,2120,no,no,19,aug,687,4,-1,unknown,yes
5008,51,management,married,tertiary,no,346,no,no,12,feb,122,1,92,success,yes
5009,34,management,married,tertiary,no,158,no,no,9,jun,190,1,92,success,yes
5012,47,admin.,single,secondary,no,3696,no,no,12,jul,250,2,181,success,yes
5013,40,technician,married,secondary,no,-357,yes,no,16,jul,700,4,-1,unknown,yes
5015,30,student,single,secondary,no,48,no,no,25,feb,217,1,191,success,yes
5016,54,self-employed,single,tertiary,no,384,no,yes,27,may,200,1,-1,unknown,yes
5018,33,blue-collar,divorced,secondary,no,3546,yes,no,23,may,777,2,-1,unknown,yes
5019,60,management,married,tertiary,no,73,no,no,8,aug,243,2,-1,unknown,yes
5020,35,self-employed,single,tertiary,no,71,no,no,15,jun,651,1,-1,unknown,yes
5021,46,admin.,married,secondary,no,974,no,no,5,jun,174,2,80,success,yes
5022,52,services,married,primary,no,306,yes,no,13,may,650,5,-1,unknown,yes
5023,50,management,married,tertiary,no,3463,no,yes,28,oct,96,1,-1,unknown,yes
5024,47,admin.,married,secondary,no,3676,no,no,15,jul,415,2,342,unknown,yes
5025,73,retired,married,tertiary,no,459,no,no,17,feb,281,1,-1,unknown,yes
5026,35,admin.,married,tertiary,no,286,no,no,30,apr,949,2,-1,unknown,yes
5029,42,management,married,tertiary,no,2665,yes,no,4,jun,280,2,126,failure,yes
5030,29,self-employed,single,tertiary,no,3290,no,no,12,may,430,1,50,success,yes
5032,37,management,married,tertiary,no,1276,no,no,16,nov,146,1,94,success,yes
5035,53,management,married,tertiary,no,1624,no,no,6,aug,107,1,98,success,yes
5036,41,self-employed,married,secondary,yes,0,yes,no,17,nov,789,1,-1,unknown,yes
5038,53,technician,married,tertiary,no,395,no,no,29,oct,136,1,148,failure,yes
5039,64,retired,divorced,primary,no,315,no,no,17,feb,154,1,-1,unknown,yes
5040,32,technician,married,secondary,no,484,yes,no,12,aug,668,2,463,success,yes
5041,48,technician,married,secondary,yes,0,no,no,30,may,682,1,-1,unknown,yes
5042,35,admin.,single,secondary,no,507,yes,no,22,jul,560,2,-1,unknown,yes
5043,43,management,married,tertiary,no,2987,no,no,4,jun,156,1,85,failure,yes
5044,25,services,single,secondary,no,801,no,no,5,jun,255,2,-1,unknown,yes
5046,29,management,single,tertiary,no,572,yes,no,8,nov,319,1,-1,unknown,yes
5047,61,management,single,tertiary,no,2,no,no,12,aug,131,1,114,failure,yes
5049,27,technician,single,tertiary,no,1075,no,no,2,sep,529,2,184,success,yes
5051,36,management,married,tertiary,no,926,no,no,14,apr,216,1,-1,unknown,yes
5053,49,blue-collar,divorced,primary,no,24,yes,no,11,may,701,1,362,success,yes
5054,33,blue-collar,single,primary,no,611,no,no,16,sep,390,2,-1,unknown,yes
5055,25,blue-collar,single,secondary,no,1857,yes,no,12,oct,187,1,91,success,yes
5056,33,blue-collar,single,secondary,no,329,no,no,6,sep,224,1,145,unknown,yes
5057,51,management,married,tertiary,no,2635,no,no,21,may,407,3,74,failure,yes
5058,32,blue-collar,married,secondary,no,225,yes,no,17,apr,574,1,150,failure,yes
5059,32,admin.,married,secondary,no,1604,no,yes,7,jul,625,1,-1,unknown,yes
5061,34,admin.,married,secondary,no,1406,yes,no,20,aug,63,2,85,success,yes
5063,35,management,married,tertiary,no,611,no,no,1,oct,305,2,121,success,yes
5064,38,technician,divorced,tertiary,no,1805,no,no,9,jun,952,2,-1,unknown,yes
5065,43,blue-collar,single,primary,no,-399,no,yes,28,jul,662,3,-1,unknown,yes
5068,22,student,single,primary,no,3472,no,no,20,oct,332,1,183,failure,yes
5069,46,admin.,married,secondary,no,556,yes,yes,15,may,646,3,-1,unknown,yes
5072,71,retired,married,primary,no,2988,no,no,17,apr,130,1,-1,unknown,yes
5073,30,management,single,tertiary,no,102,yes,no,18,dec,364,3,-1,unknown,yes
5074,25,student,single,secondary,no,1868,no,no,26,oct,259,1,103,unknown,yes
5075,34,management,single,tertiary,no,-578,yes,no,18,may,767,2,-1,unknown,yes
5076,51,admin.,married,secondary,no,241,no,no,7,dec,308,2,-1,unknown,yes
5077,25,services,single,secondary,no,162,yes,no,1,sep,531,2,-1,unknown,yes
5079,42,blue-collar,married,secondary,no,366,yes,no,22,may,324,1,106,failure,yes
5081,38,admin.,single,secondary,no,262,no,no,3,feb,315,2,180,failure,yes
5082,26,blue-collar,single,secondary,no,191,yes,no,6,may,550,1,-1,unknown,yes
5083,27,admin.,married,tertiary,no,73,no,no,10,feb,159,1,-1,unknown,yes
5085,32,technician,single,secondary,no,483,no,no,8,aug,580,3,-1,unknown,yes
5088,40,management,married,tertiary,no,0,yes,no,25,mar,506,2,-1,unknown,yes
5089,36,blue-collar,divorced,secondary,no,2843,no,no,14,aug,186,1,-1,unknown,yes
5090,54,self-employed,divorced,primary,no,351,yes,no,6,jun,642,2,-1,unknown,yes
5091,42,management,married,tertiary,no,372,yes,no,4,aug,153,3,1,success,yes
5096,32,management,single,tertiary,no,2551,yes,no,21,jul,638,3,-1,unknown,yes
5099,56,management,married,primary,no,0,no,no,3,feb,996,1,-1,unknown,yes
5101,52,management,divorced,tertiary,no,2104,no,no,3,jun,210,2,-1,unknown,yes
5102,36,technician,divorced,secondary,no,3158,yes,no,3,jun,144,2,-1,unknown,yes
5103,25,student,married,tertiary,no,10,yes,no,21,jul,857,4,-1,unknown,yes
5104,66,self-employed,married,tertiary,no,147,no,no,12,jan,411,1,-1,unknown,yes
5107,59,management,married,tertiary,no,474,no,no,21,aug,252,1,-1,unknown,yes
5110,38,admin.,married,tertiary,no,1988,no,no,27,mar,164,2,130,failure,yes
5111,27,admin.,married,secondary,no,1595,no,no,29,dec,196,2,197,success,yes
5112,25,student,single,secondary,no,331,no,no,26,aug,170,4,-1,unknown,yes
5116,31,admin.,single,secondary,no,190,no,no,30,apr,514,1,-1,unknown,yes
5117,62,entrepreneur,married,secondary,no,3904,no,no,29,jan,403,2,-1,unknown,yes
5118,31,technician,single,tertiary,no,882,no,no,4,sep,293,1,93,success,yes
5121,40,services,divorced,secondary,no,687,yes,no,2,feb,531,1,208,success,yes
5124,34,blue-collar,married,secondary,no,800,no,no,5,apr,144,1,-1,unknown,yes
5125,47,management,married,tertiary,no,3505,no,no,17,nov,434,2,-1,unknown,yes
5127,27,technician,single,tertiary,no,667,no,no,29,jan,866,2,-1,unknown,yes
5128,52,services,divorced,secondary,no,36,yes,yes,11,may,930,1,-1,unknown,yes
5130,26,technician,married,secondary,no,915,no,no,2,jun,384,1,-1,unknown,yes
5131,32,technician,married,secondary,no,1547,no,no,26,oct,289,1,805,unknown,yes
5132,34,management,married,tertiary,no,3050,yes,no,13,may,469,1,-1,unknown,yes
5134,32,management,single,tertiary,no,2,yes,no,11,sep,100,2,-1,unknown,yes
5136,50,unemployed,married,primary,no,705,no,no,5,jun,504,1,-1,unknown,yes
5138,29,self-employed,single,tertiary,no,476,yes,no,18,may,427,1,-1,unknown,yes
5139,32,technician,married,secondary,no,348,yes,no,17,jul,926,1,-1,unknown,yes
5141,65,unemployed,married,secondary,no,3195,no,no,2,mar,904,1,-1,unknown,yes
5142,59,self-employed,married,tertiary,no,2013,no,no,17,nov,409,2,-1,unknown,yes
5143,44,entrepreneur,married,tertiary,no,121,no,no,10,aug,412,1,-1,unknown,yes
5144,33,admin.,married,secondary,no,82,yes,no,25,jul,735,1,-1,unknown,yes
5145,33,management,single,tertiary,no,935,no,no,9,feb,385,2,92,success,yes
5147,38,management,single,tertiary,no,104,yes,no,6,may,606,3,-1,unknown,yes
5150,25,technician,single,secondary,no,102,no,yes,8,jul,574,2,-1,unknown,yes
5151,22,housemaid,single,secondary,no,1796,no,no,28,jun,369,3,-1,unknown,yes
5152,32,management,single,tertiary,no,935,no,no,10,aug,161,2,375,failure,yes
5153,36,services,single,secondary,no,365,no,no,4,may,643,1,-1,unknown,yes
5154,32,management,divorced,tertiary,no,222,no,yes,15,jul,820,4,-1,unknown,yes
5155,45,blue-collar,single,secondary,no,0,no,no,5,aug,374,2,472,success,yes
5156,35,housemaid,single,secondary,no,1015,yes,no,5,jun,406,2,-1,unknown,yes
5157,23,student,single,secondary,no,107,no,no,14,oct,84,1,183,success,yes
5158,50,blue-collar,married,primary,no,82,no,no,5,apr,456,1,-1,unknown,yes
5159,31,management,married,tertiary,no,877,no,no,9,jun,192,1,93,unknown,yes
5160,61,retired,married,tertiary,no,2557,yes,no,10,nov,89,1,91,success,yes
5161,42,blue-collar,married,primary,no,1673,yes,no,17,apr,636,3,-1,unknown,yes
5162,39,blue-collar,married,secondary,no,2467,no,no,19,jul,207,2,276,unknown,yes
5164,30,blue-collar,single,secondary,no,183,yes,no,18,jul,610,1,-1,unknown,yes
5165,55,unemployed,divorced,secondary,no,387,yes,no,6,may,918,1,-1,unknown,yes
5166,30,services,divorced,primary,no,459,yes,no,18,jul,494,1,-1,unknown,yes
5167,57,management,married,tertiary,no,1227,no,no,5,jun,232,1,-1,unknown,yes
5168,31,unemployed,single,tertiary,no,302,no,no,3,feb,349,1,357,success,yes
5169,37,entrepreneur,divorced,secondary,no,175,yes,yes,13,may,753,6,-1,unknown,yes
5170,34,blue-collar,married,secondary,no,182,no,no,6,aug,938,2,-1,unknown,yes
5171,31,technician,married,secondary,yes,-367,yes,no,18,jul,474,2,-1,unknown,yes
5172,52,technician,married,tertiary,no,876,no,no,4,may,601,3,-1,unknown,yes
5173,48,unemployed,divorced,secondary,no,201,no,no,10,nov,594,1,91,success,yes
5174,73,retired,married,primary,no,796,no,no,23,oct,427,1,182,failure,yes
5175,54,retired,divorced,tertiary,no,0,no,no,13,may,618,1,-1,unknown,yes
5176,38,admin.,married,secondary,no,1559,no,no,3,mar,136,2,280,failure,yes
5177,39,blue-collar,married,primary,no,70,no,no,8,may,813,1,-1,unknown,yes
5178,44,self-employed,single,tertiary,no,2734,yes,no,12,may,897,4,-1,unknown,yes
5179,29,admin.,single,secondary,no,3528,no,no,8,oct,137,1,-1,unknown,yes
5180,51,management,married,tertiary,no,469,no,no,15,apr,200,1,181,success,yes
5181,31,blue-collar,married,secondary,no,3311,yes,no,20,may,719,1,-1,unknown,yes
5182,33,services,single,secondary,no,152,yes,no,25,may,202,2,365,success,yes
5183,39,self-employed,married,tertiary,no,1047,no,no,6,jun,554,1,-1,unknown,yes
5184,30,technician,married,secondary,no,484,yes,no,6,may,703,1,-1,unknown,yes
5185,39,technician,married,secondary,no,1587,yes,no,8,sep,108,2,98,success,yes
5187,57,admin.,single,secondary,no,3551,yes,no,12,may,458,1,-1,unknown,yes
5188,35,management,married,tertiary,no,495,no,no,30,apr,266,1,87,failure,yes
5189,27,blue-collar,single,secondary,no,3792,no,no,22,apr,279,2,-1,unknown,yes
5190,27,technician,single,secondary,no,489,yes,no,30,jul,356,4,-1,unknown,yes
5191,28,self-employed,single,tertiary,no,159,no,no,16,nov,449,2,33,success,yes
5192,41,admin.,single,secondary,no,985,yes,no,30,jun,274,2,391,success,yes
5193,46,blue-collar,married,primary,no,369,yes,no,13,may,916,2,-1,unknown,yes
5194,38,management,divorced,secondary,no,257,yes,no,30,apr,435,1,-1,unknown,yes
5195,35,technician,married,secondary,no,2779,no,no,22,oct,118,2,-1,unknown,yes
5196,24,services,single,secondary,no,638,yes,yes,7,may,792,3,-1,unknown,yes
5197,24,blue-collar,single,secondary,no,833,yes,no,15,may,956,1,-1,unknown,yes
5200,53,management,married,secondary,no,2693,no,no,5,mar,90,1,104,failure,yes
5201,45,management,married,tertiary,no,160,no,no,10,nov,182,2,194,success,yes
5202,33,services,married,secondary,no,1697,no,no,3,nov,179,1,-1,unknown,yes
5203,51,management,married,tertiary,no,0,no,no,7,jun,302,1,-1,unknown,yes
5204,32,technician,single,tertiary,no,-770,yes,no,18,may,618,1,-1,unknown,yes
5206,32,blue-collar,married,primary,no,3136,yes,no,19,nov,820,1,-1,unknown,yes
5207,67,retired,married,primary,no,1430,no,no,11,jan,499,2,91,failure,yes
5209,41,blue-collar,divorced,primary,no,664,no,yes,15,jul,955,5,-1,unknown,yes
5210,30,blue-collar,single,secondary,no,49,no,no,30,jan,808,2,-1,unknown,yes
5211,37,blue-collar,married,secondary,no,604,yes,no,7,oct,371,1,495,failure,yes
5214,32,admin.,single,secondary,no,212,no,no,7,jul,830,5,-1,unknown,yes
5215,25,management,single,tertiary,no,362,no,no,3,jun,617,2,-1,unknown,yes
5216,32,management,single,tertiary,no,2667,yes,no,12,aug,971,2,-1,unknown,yes
5217,43,technician,married,secondary,no,-754,yes,yes,9,jul,727,3,-1,unknown,yes
5218,30,services,married,secondary,no,517,no,no,11,dec,141,2,-1,unknown,yes
5219,59,management,divorced,tertiary,no,258,yes,no,29,oct,266,1,-1,unknown,yes
5220,61,retired,married,tertiary,no,3140,yes,yes,6,aug,975,4,98,unknown,yes
5221,32,self-employed,single,tertiary,no,658,yes,no,27,mar,283,1,-1,unknown,yes
5222,37,management,married,tertiary,no,255,no,no,24,feb,562,2,183,success,yes
5226,47,admin.,married,secondary,no,368,no,no,21,may,403,1,87,success,yes
5227,59,services,divorced,secondary,no,1,yes,no,28,jan,602,1,253,unknown,yes
5228,51,retired,married,secondary,no,1435,no,no,11,jun,587,1,-1,unknown,yes
5229,25,admin.,single,secondary,no,122,yes,no,7,may,481,2,-1,unknown,yes
5230,67,retired,divorced,primary,no,2027,no,no,15,mar,161,2,-1,unknown,yes
5231,58,entrepreneur,married,secondary,no,496,no,no,22,apr,132,1,-1,unknown,yes
5233,54,technician,single,tertiary,no,467,yes,no,18,jul,674,3,-1,unknown,yes
5234,27,technician,single,secondary,yes,0,no,yes,8,jul,732,1,-1,unknown,yes
5235,41,services,married,secondary,no,471,yes,no,13,may,954,2,293,success,yes
5238,36,admin.,single,tertiary,no,364,no,yes,31,aug,185,1,123,failure,yes
5239,39,services,married,secondary,no,25,yes,yes,12,may,658,1,351,failure,yes
5240,55,technician,divorced,secondary,no,3450,no,no,10,feb,169,1,183,failure,yes
5241,35,admin.,married,secondary,no,2374,yes,no,11,aug,765,2,183,success,yes
5243,29,blue-collar,single,tertiary,no,455,no,no,27,may,214,2,36,success,yes
5244,59,services,single,secondary,no,739,no,no,14,jan,408,1,-1,unknown,yes
5245,33,management,married,secondary,no,336,no,no,15,apr,179,3,-1,unknown,yes
5247,30,management,single,tertiary,no,536,no,no,2,jul,309,1,-1,unknown,yes
5248,37,management,married,tertiary,no,0,no,no,16,jul,268,2,182,success,yes
5249,39,management,single,tertiary,no,0,yes,no,18,feb,224,3,-1,unknown,yes
5251,29,management,single,tertiary,no,265,no,no,22,may,491,1,-1,unknown,yes
5252,24,unemployed,single,secondary,no,2573,no,no,24,may,375,2,-1,unknown,yes
5254,62,management,married,secondary,no,1128,no,no,2,sep,236,1,290,unknown,yes
5256,67,management,married,tertiary,no,405,no,no,10,nov,344,2,95,success,yes
5257,44,self-employed,married,secondary,no,706,no,no,5,nov,204,1,-1,unknown,yes
5259,30,technician,single,secondary,no,2734,no,no,21,nov,459,3,-1,unknown,yes
5260,38,housemaid,married,primary,no,196,no,no,30,apr,574,1,-1,unknown,yes
5261,31,management,single,tertiary,no,533,no,no,12,may,372,1,90,success,yes
5263,36,services,single,secondary,no,1227,yes,yes,4,may,775,5,341,failure,yes
5264,30,blue-collar,married,secondary,no,5,no,no,17,apr,840,3,-1,unknown,yes
5265,34,technician,married,tertiary,no,197,no,no,20,aug,78,3,-1,unknown,yes
5266,27,management,single,primary,yes,13,no,no,30,jan,475,3,-1,unknown,yes
5267,32,admin.,married,tertiary,no,284,yes,no,29,apr,717,3,-1,unknown,yes
5268,37,management,single,tertiary,no,33,yes,no,12,mar,186,1,-1,unknown,yes
5269,56,management,married,tertiary,no,2333,no,no,4,may,244,1,-1,unknown,yes
5270,28,blue-collar,single,secondary,no,1705,no,no,17,dec,412,2,-1,unknown,yes
5271,49,blue-collar,married,secondary,no,2039,yes,no,6,may,451,1,169,failure,yes
5272,23,student,single,secondary,no,381,no,no,23,feb,696,1,189,unknown,yes
5273,56,retired,married,secondary,no,3738,yes,no,17,apr,156,1,305,unknown,yes
5277,51,retired,married,primary,no,67,no,no,18,jun,835,1,-1,unknown,yes
5278,31,unemployed,married,tertiary,no,330,no,no,13,jul,309,1,181,success,yes
5280,38,technician,single,tertiary,no,25,yes,no,1,jun,232,2,-1,unknown,yes
5281,25,management,single,tertiary,no,316,no,no,27,mar,347,2,-1,unknown,yes
5283,45,admin.,divorced,secondary,no,0,no,no,29,oct,264,1,-1,unknown,yes
5285,30,management,single,tertiary,no,398,no,no,27,oct,102,1,180,success,yes
5286,69,retired,divorced,tertiary,no,247,no,no,22,apr,138,2,-1,unknown,yes
5287,48,entrepreneur,married,secondary,no,0,no,yes,28,jul,431,2,-1,unknown,yes
5288,31,admin.,single,secondary,no,131,yes,no,15,jun,151,1,-1,unknown,yes
5289,57,retired,single,primary,no,604,no,no,19,nov,187,1,-1,unknown,no
5290,45,admin.,divorced,secondary,no,0,yes,no,17,nov,102,1,-1,unknown,no
5291,48,blue-collar,married,secondary,no,238,yes,yes,2,jun,118,2,81,success,no
5292,34,admin.,single,secondary,no,673,yes,no,29,jan,89,1,260,failure,no
5294,32,management,married,tertiary,no,3696,no,no,21,may,315,3,-1,unknown,no
5295,35,self-employed,married,secondary,no,347,no,no,20,jun,231,1,-1,unknown,no
5296,31,blue-collar,married,primary,no,-199,yes,yes,12,may,149,5,299,failure,no
5297,54,technician,married,tertiary,yes,337,yes,no,28,may,302,2,-1,unknown,no
5299,29,self-employed,single,secondary,no,970,yes,no,13,may,240,1,-1,unknown,no
5300,34,services,single,secondary,no,258,yes,no,4,jun,131,2,-1,unknown,no
5301,37,blue-collar,divorced,secondary,no,614,yes,no,20,may,185,1,-1,unknown,no
5302,66,housemaid,married,secondary,no,1929,no,no,2,feb,169,1,-1,unknown,no
5303,33,technician,married,secondary,no,2362,yes,no,26,aug,271,4,-1,unknown,no
5305,55,management,divorced,tertiary,no,608,yes,no,7,may,161,2,-1,unknown,no
5306,34,blue-collar,single,secondary,no,3723,yes,no,27,may,47,5,-1,unknown,no
5307,52,blue-collar,married,primary,no,117,no,yes,24,jul,164,2,-1,unknown,no
5308,29,services,married,secondary,no,363,yes,no,15,may,164,1,-1,unknown,no
